id;team_id;league_id;name;alternate_name;team_location;logo_url;theme_color;created_at;updated_at
109;7d02c94e-eab4-4ace-9938-0de0047bb446;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Algeria;Algeria_FIFA_Friendlies;Algeria;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/algeria_128x128.png;#006020;2026-03-25 07:13:48.515829+00;2026-03-25 07:13:48.515829+00
110;1afb20ac-ed87-4d12-8cc3-872ac800f485;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Austria;Austria_FIFA_Friendlies;Austria;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/austria_128x128.png;#C00020;2026-03-25 07:16:52.06806+00;2026-03-25 07:16:52.06806+00
111;1faa5ac5-470d-405e-b5e3-58d41fad667c;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Bangladesh;Bangladesh_FIFA_Friendlies;Bangladesh;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/bangladesh_128x128.png;#006040;2026-03-25 07:16:58.991401+00;2026-03-25 07:16:58.991401+00
112;c01b5e61-3d31-4f33-a02c-f940d07cfd16;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Colombia;Colombia_FIFA_Friendlies;Colombia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/colombia_128x128.png;#C4B460;2026-03-25 07:17:27.513122+00;2026-03-25 07:17:27.513122+00
113;c2eb8a26-8b6d-4e29-b637-841a5c824289;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Croatia;Croatia_FIFA_Friendlies;Croatia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/croatia_128x128.png;#285CAC;2026-03-25 07:17:36.761343+00;2026-03-25 07:17:36.761343+00
114;297a6261-7fa2-411c-9bc7-f19cd201cadb;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Cyprus;Cyprus_FIFA_Friendlies;Cyprus;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/cyprus_128x128.png;#D67800;2026-03-25 07:17:42.133538+00;2026-03-25 07:17:42.133538+00
115;46f8c086-ecea-4453-9476-a2c6c8d49893;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Egypt;Egypt_FIFA_Friendlies;Egypt;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/egypt_128x128.png;#C00020;2026-03-25 07:17:51.878925+00;2026-03-25 07:17:51.878925+00
116;f11b97f6-54f4-4e07-88d0-2143fbfbb656;f2146aa7-1d02-4df3-8a28-34638de9a3e8;England;England_FIFA_Friendlies;England;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/england_128x128.png;#BE2A2A;2026-03-25 07:18:00.659149+00;2026-03-25 07:18:00.659149+00
117;efcc800b-92c3-4327-9955-1c8de62cb556;f2146aa7-1d02-4df3-8a28-34638de9a3e8;France;France_FIFA_Friendlies;France;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/france_128x128.png;#4A5A6A;2026-03-25 07:18:05.948102+00;2026-03-25 07:18:05.948102+00
118;fc5bbd92-cb19-4b80-b85b-fd65d47c8be7;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Germany;Germany_FIFA_Friendlies;Germany;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/germany_128x128.png;#C4B460;2026-03-25 07:18:19.473848+00;2026-03-25 07:18:19.473848+00
119;e3d68058-90e8-4b61-ba30-2b106f0cb38a;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Ghana;Ghana_FIFA_Friendlies;Ghana;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/ghana_128x128.png;#C00020;2026-03-25 07:18:24.079098+00;2026-03-25 07:18:24.079098+00
120;98571e85-7646-499c-b6bd-6cb55fbefbf7;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Greece;Greece_FIFA_Friendlies;Greece;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/greece_128x128.png;#285CAC;2026-03-25 07:18:29.496049+00;2026-03-25 07:18:29.496049+00
121;6fa3fea9-303f-4a14-a467-f16ae6b09615;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Guatemala;Guatemala_FIFA_Friendlies;Guatemala;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/guatemala_128x128.png;#5E97CD;2026-03-25 07:18:44.928788+00;2026-03-25 07:18:44.928788+00
122;90b71ada-71a2-4d9f-a680-1cd5f44b511b;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Hong Kong;Hong_Kong_SAR_FIFA_Friendlies;Hong Kong SAR;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/hong-kong-sar_128x128.png;#DB362F;2026-03-25 07:18:58.793678+00;2026-03-25 07:18:58.793678+00
123;7e44a8f2-92ea-494d-93a2-d536b9360b76;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Lithuania;Lithuania_FIFA_Friendlies;Lithuania;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/lithuania_128x128.png;#C49A60;2026-03-25 07:19:16.111806+00;2026-03-25 07:19:16.111806+00
124;b63bcc0f-ac96-4484-898e-1b9979be786c;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Nepal;Nepal_FIFA_Friendlies;Nepal;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/nepal_128x128.png;#C00020;2026-03-25 07:19:41.697817+00;2026-03-25 07:19:41.697817+00
125;1e35e8f1-229c-47d7-b8e0-edd51732f6c1;f2146aa7-1d02-4df3-8a28-34638de9a3e8;UAE;United_Arab_Emirates_FIFA_Friendlies;United Arab Emirates;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/united-arab-emirates_128x128.png;#00843D;2026-03-25 07:21:44.861713+00;2026-03-25 07:21:44.861713+00
126;ea17e74d-6931-48c4-b238-25c2d6e80876;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Brazil;Brazil_FIFA_Friendlies;Brazil;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/brazil_128x128.png;#469A45;2026-03-25 07:17:20.016519+00;2026-03-25 07:17:20.016519+00
127;5982a60a-a613-4480-821f-09107438f3f5;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Ecuador;Ecuador_FIFA_Friendlies;Ecuador;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/ecuador_128x128.png;#C4B460;2026-03-25 09:35:57.93495+00;2026-03-25 09:35:57.93495+00
128;25f5e40b-96cc-4600-92b5-79549144e887;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Morocco;Morocco_FIFA_Friendlies;Morocco;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/morocco_128x128.png;#C02020;2026-03-25 10:00:51.884018+00;2026-03-25 10:00:51.884018+00
129;abaa12a7-5e6d-4148-85a4-552b1c96590d;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Netherlands;Netherlands_FIFA_Friendlies;Netherlands;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/netherlands_128x128.png;#A1292A;2026-03-25 07:19:49.785426+00;2026-03-25 07:19:49.785426+00
130;3533cb3b-547e-490d-889d-2b33b38336e5;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Norway;Norway_FIFA_Friendlies;Norway;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/norway_128x128.png;#A00020;2026-03-25 07:20:06.431447+00;2026-03-25 07:20:06.431447+00
131;df1ad6aa-8fb6-4dca-89ce-1bfc17d84ce5;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Panama;Panama_FIFA_Friendlies;Panama;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/panama_128x128.png;#C00000;2026-03-25 07:20:24.61025+00;2026-03-25 07:20:24.61025+00
132;8584c309-a412-4aa7-8f9c-2864f08eca27;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Paraguay;Paraguay_FIFA_Friendlies;Paraguay;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/paraguay_128x128.png;#285CAD;2026-03-25 07:20:31.092198+00;2026-03-25 07:20:31.092198+00
133;4b262659-3ff4-4433-8a52-8d7d1f8e4939;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Saudi Arabia;Saudi_Arabia_FIFA_Friendlies;Saudi Arabia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/saudi-arabia_128x128.png;#006020;2026-03-25 07:20:57.816095+00;2026-03-25 07:20:57.816095+00
134;8df8cf2f-d570-4e25-8b43-6255aed002ce;f2146aa7-1d02-4df3-8a28-34638de9a3e8;South Africa;South_Africa_FIFA_Friendlies;South Africa;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/south-africa_128x128.png;#006040;2026-03-25 07:21:04.105023+00;2026-03-25 07:21:04.105023+00
135;ea2838ed-8880-466a-9e94-1957a3151157;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Switzerland;Switzerland_FIFA_Friendlies;Switzerland;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/switzerland_128x128.png;#CA3927;2026-03-25 07:21:14.557875+00;2026-03-25 07:21:14.557875+00
136;874e4664-df72-44cb-a8c0-c80106819a0d;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Uruguay;Uruguay_FIFA_Friendlies;Uruguay;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/uruguay_128x128.png;#285CAD;2026-03-25 07:21:51.409763+00;2026-03-25 07:21:51.409763+00
137;"08f08105-ecd9-42e6-b431-f466bb801b5f";f2146aa7-1d02-4df3-8a28-34638de9a3e8;Vietnam;Vietnam_FIFA_Friendlies;Vietnam;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/vietnam_128x128.png;#C02000;2026-03-25 07:21:57.959935+00;2026-03-25 07:21:57.959935+00
138;3d846a6e-d2b0-475c-b08a-2f693e32910d;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Japan;Japan_FIFA_Friendlies;Japan;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/japan_128x128.png;#A00020;2026-03-27 07:18:32.141082+00;2026-03-27 07:18:32.141082+00
139;16100601-7186-4b6a-b06b-cd02f58dc33a;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Scotland;Scotland_FIFA_Friendlies;Scotland;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/scotland_128x128.png;#065DB9;2026-03-27 07:25:29.627195+00;2026-03-27 07:25:29.627195+00
140;fe371357-46cf-4439-a12c-6c5cf72400ed;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Cameroon;Cameroon_FIFA_Friendlies;Cameroon;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/cameroon_128x128.png;#FCD116;2026-03-27 08:48:25.502989+00;2026-03-27 08:48:25.502989+00
141;"0e64070d-d1d4-4fb8-a693-d21b2731e669";f2146aa7-1d02-4df3-8a28-34638de9a3e8;Australia;Australia_FIFA_Friendlies;Australia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/australia_128x128.png;#012169;2026-03-27 08:49:57.545831+00;2026-03-27 08:49:57.545831+00
